id_tableau,titre_tableau,source,categorie,2015,2016,2017
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,Paludisme à Plasmodium falciparum,1124,1776,1196
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,"Autres paludismes confirmés par examen 
parasitologique",441,390,157
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,Infection bactérienne du nouveau-né,3,2,1
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,"Pneumopathie, sans précision",208,371,246
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,"Maladies infectieuses, autres et non précisées",187,231,223
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,"Anomalies liées à une brièveté de la gestation et 
un poids insuffisant à la naissance, non classés 
ailleurs,",0,0,2
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,"Pneumopathie bactérienne, sans précision",119,175,128
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,"Diarhée et gastro-entérite d'origine présumée 
infectieuse",48,21,30
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,"Autres maladies bactériennes, non classées 
ailleurs",40,35,30
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,Insuffisance rénale aiguë,108,121,152
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,Diabète sucré insulino-dépendant,104,143,116
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,"Pneumopathies bactériennes, non classées 
ailleurs",52,23,23
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,Lésion traumatique intracrânienne,88,86,78
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,Anémie par carence en fer,41,86,51
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,Insuffisance cardiaque,85,102,121
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,Conjonctivite,73,1,1
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,Cardiopathie hypertensive,75,52,63
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,Détresse respiratoire du nouveau-né,2,3,12
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,Hypertension essentielle (primitive),74,66,58
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,Kératite,73,"",""
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,"Accident de transport, sans précision",66,57,37
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,"Malnutrition protéino-énergétique grave, sans 
précision",13,9,6
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,Travail prématuré (avant terme),23,50,26
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,Syndrome d'infection aiguë par VIH,59,36,45
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,"Accident vasculaire cérébral, non précisé comme 
étant hémorragique ou par infarctus",60,83,97
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,Insuffisance respiratoire aiguë,24,23,56
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,Gastrite et duodénite,55,91,49
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,"Bronchiolite (aiguë), sans précision",5,0,1
4.10 ,Les principales causes de mortalité dans les hôpitaux chez les personnes âgées de 5 ans et +,MSPLS/Annuaire des statistiques sanitaires.,"Insuffisance cardiaque, sans précision",44,61,43
